Symbol,log2FC,log2RPM,p-value,FDR,Current Symbol,Current FBgn
CG5104,0.364373611,5.125504155,0.050627982,0.151498241,CG5104,FBgn0037009
AdoR,1.288561629,1.104833061,0.050744249,0.151759089,AdoR,FBgn0039747
ND42,-0.316081415,7.665579991,0.05074875,0.151759089,ND42,FBgn0019957
CG31510,-0.401960413,4.879960129,0.050804243,0.151827047,CG31510,FBgn0051510
CG5964,-0.431716559,4.5380169,0.050805088,0.151827047,CG5964,FBgn0036206
corn,-0.309669421,5.693574121,0.050826486,0.151840767,corn,FBgn0259173
Pbgs,0.499596384,4.352683807,0.0509025,0.152010308,Pbgs,FBgn0036271
Pmm45A,-0.297283933,6.01798197,0.050916891,0.152010308,Pmm45A,FBgn0033377
CG14414,0.42961013,5.078387363,0.050951759,0.152064152,CG14414,FBgn0030571
CG15307,0.886790763,1.918808304,0.051027324,0.152225866,CG43740,FBgn0263997
CG7364,-0.302407811,6.272190236,0.051041998,0.152225866,TM9SF4,FBgn0028541
A16,0.453048261,5.159961926,0.051056495,0.152225866,A16,FBgn0028965
Vha14,-0.326459306,7.735617544,0.051337695,0.15301377,Vha14-1,FBgn0262512
RpL7A,0.325672675,10.55171134,0.051365697,0.153046736,RpL7A,FBgn0014026
CG2469,-0.283453649,6.421568516,0.051382667,0.153046823,CG2469,FBgn0035205
CG42389,-0.310642258,7.508574851,0.051432933,0.153146051,CG42389,FBgn0259735
fbl,0.33914492,5.33356358,0.051590151,0.153563566,fbl,FBgn0011205
eIF2B-delta,0.392055975,5.311253258,0.051832401,0.154233832,eIF2B-delta,FBgn0034858
Fancd2,-0.724540597,2.861590522,0.051914986,0.154428707,Fancd2,FBgn0038827
CG1636,-0.312654811,6.217559116,0.051953977,0.154471689,CG1636,FBgn0030030
Ork1,-1.542596658,1.1656851,0.051967352,0.154471689,Ork1,FBgn0017561
CG30038,0.6311275,3.227358615,0.052013457,0.154471689,MCPH1,FBgn0260959
bcn92,0.390969239,4.99726945,0.052017874,0.154471689,bcn92,FBgn0013432
Rpn9,0.287339341,6.793681513,0.052020965,0.154471689,Rpn9,FBgn0028691
Set2,-0.287529785,6.442014472,0.052032029,0.154471689,Set2,FBgn0030486
CG3420,-0.453549717,4.28947844,0.05214016,0.154695777,CG3420,FBgn0033100
CG15432,0.551172414,3.65231888,0.052146614,0.154695777,CG15432,FBgn0031603
CG30423,0.287342944,6.560837321,0.052195526,0.154695777,CG30423,FBgn0050423
lama,-0.335443357,7.278034574,0.05221335,0.154695777,lama,FBgn0016031
CG33260,-1.435512651,0.763200988,0.052231733,0.154695777,CG33260,FBgn0053260
CG15771,-0.334560338,7.833228986,0.052233473,0.154695777,CG15771,FBgn0029801
kst,0.307341108,7.560190047,0.052253133,0.154695777,kst,FBgn0004167
dyn-p25,0.502113081,4.096260159,0.052253617,0.154695777,dyn-p25,FBgn0040228
hd,0.738914402,2.712416553,0.052261624,0.154695777,hd,FBgn0086695
CG12014,-1.161433471,0.934208276,0.052324429,0.154830949,CG12014,FBgn0035445
CG12237,0.3013338,6.375616071,0.052364954,0.154858065,CG12237,FBgn0031048
CG7192,-0.458610273,4.319680672,0.052367876,0.154858065,CG7192,FBgn0030894
MED22,0.402755268,4.635358087,0.052414794,0.15487988,MED22,FBgn0040339
insv,-0.522220946,3.78310804,0.052418801,0.15487988,insv,FBgn0031434
CG14880,1.039425823,2.933198062,0.052426685,0.15487988,CG14880,FBgn0038422
BEAF-32,0.369750138,5.146399736,0.05245605,0.15491597,BEAF-32,FBgn0015602
CG9238,0.722133139,4.425515119,0.052515125,0.155008021,Gbs-70E,FBgn0036428
CG18445,-0.317865852,7.142861258,0.052521536,0.155008021,oys,FBgn0033476
Rtf1,-0.350755417,5.396396674,0.052566108,0.155088901,Rtf1,FBgn0034722
CG5694,-0.411995879,4.661934523,0.052674792,0.155327831,CG5694,FBgn0032197
CG6718,-0.293671903,7.095918677,0.052681478,0.155327831,iPLA2-VIA,FBgn0036053
Trip1,0.296360696,7.351870257,0.052739548,0.155448312,Trip1,FBgn0015834
Marf,-0.306862677,8.464007888,0.052883108,0.155820613,Marf,FBgn0029870
CR41598,-0.366412432,5.187525327,0.053069656,0.156276424,CR41598,FBgn0085811
CG9452,0.424426066,8.022105839,0.053072401,0.156276424,CG9452,FBgn0036877
CG6639,1.13167966,1.882766686,0.053171319,0.15651668,CG6639,FBgn0032638
CG17838,-0.289970712,7.000061047,0.053325209,0.156918546,Syp,FBgn0038826
CG5339,0.484662193,3.960664142,0.05344228,0.157211839,CG5339,FBgn0034925
CG8516,0.302305789,6.606903362,0.05346146,0.157217068,CG8516,FBgn0037757
CG9247,0.305426181,6.106766987,0.053509379,0.157306777,Nbr,FBgn0032924
eap,0.764642095,2.992880141,0.053581738,0.157468256,eap,FBgn0052099
spen,-0.462619828,8.477202875,0.053624499,0.157542674,spen,FBgn0016977
tmod,-0.305779951,6.890025386,0.053709559,0.157698152,tmod,FBgn0082582
CG9281,-0.316903947,7.350294766,0.053738431,0.157698152,CG9281,FBgn0030672
CG7593,0.828535396,1.904210888,0.053738575,0.157698152,CG7593,FBgn0039687
Octbeta3R,-0.294124173,6.257499522,0.053747245,0.157698152,Octbeta3R,FBgn0250910
MED31,0.361324844,5.325653746,0.053807494,0.15782367,MED31,FBgn0037262
mRpL54,-0.54823963,3.800955262,0.053965519,0.158235799,mRpL54,FBgn0034579
CG11576,0.319744989,6.132713711,0.05415755,0.158747343,CG11576,FBgn0039882
AlstR,-1.392075512,0.700533104,0.054183689,0.158756525,AstA-R1,FBgn0266429
CG14945,0.727329285,2.998458526,0.054200414,0.158756525,CG14945,FBgn0032402
CG30085,-0.580807704,3.355004668,0.054213403,0.158756525,Rif1,FBgn0050085
CG14695,1.40642704,1.692798753,0.054310705,0.158989924,CG14695,FBgn0037850
ran,-0.291241416,7.222582295,0.054331415,0.15899903,Ran,FBgn0020255
CG32803,0.43007936,4.421600239,0.054422162,0.159213022,CG32803,FBgn0052803
CG18769,-0.541606394,4.197666411,0.054454972,0.159257436,CG18769,FBgn0042185
para,-0.519024084,6.539181752,0.054619201,0.159686041,para,FBgn0264255
Srp54k,0.307193229,6.696714271,0.054727579,0.15995113,Srp54k,FBgn0010747
BBS4,-0.305436001,6.967055624,0.054853714,0.160267934,BBS4,FBgn0033578
CG14102,-0.643183633,3.20092943,0.054908979,0.160377534,CG14102,FBgn0036906
GstE6,0.292561951,8.684742447,0.054948225,0.160412152,GstE6,FBgn0063494
Mmp2,0.429755363,5.123851515,0.054956344,0.160412152,Mmp2,FBgn0033438
CG3321,-0.315864475,7.996401962,0.055027637,0.160538632,CG3321,FBgn0038224
RhoL,0.392214771,5.327468313,0.055035216,0.160538632,RhoL,FBgn0014380
Gyc76C,0.638675283,3.203881213,0.055134724,0.160744065,"CG42637 , Gyc76C","FBgn0261360 , FBgn0266136"
CG7218,0.326285194,5.432896691,0.055141229,0.160744065,CG7218,FBgn0038569
CG8008,-0.325121432,7.607598954,0.055236961,0.160971196,CG8008,FBgn0033387
spag,-0.465740966,4.185943136,0.055268267,0.161010488,spag,FBgn0015544
CG10561,0.347574971,5.651652341,0.055383712,0.161294796,CG10561,FBgn0002036
CG15111,-0.291738757,6.512331885,0.055502863,0.161589708,CG15111,FBgn0034419
trus,0.329233321,5.423691914,0.055578,0.16175633,trus,FBgn0038055
5PtaseI,-0.390544029,5.101562244,0.055615437,0.161813159,5PtaseI,FBgn0259178
prp8,0.305031071,7.426372666,0.055683517,0.161959077,Prp8,FBgn0033688
CG3209,0.293871575,6.743514158,0.055821055,0.16230686,CG3209,FBgn0034971
CG4766,-0.918517804,1.875823317,0.055906486,0.162469632,CG4766,FBgn0027546
wmd,0.310314645,5.959602848,0.055913005,0.162469632,wmd,FBgn0034876
CG15390,-0.969065676,1.361727758,0.055965072,0.162568636,CG15390,FBgn0031419
Oatp74D,0.618126209,4.165744545,0.056032007,0.162709713,Oatp74D,FBgn0036732
Ent1,0.409055337,5.162341857,0.056070834,0.162709713,Ent1,FBgn0031250
RpS15Aa,0.296647771,8.41457659,0.05608156,0.162709713,RpS15Aa,FBgn0010198
dalao,0.341101528,6.290487197,0.056098123,0.162709713,dalao,FBgn0030093
SrpRbeta,0.411588647,4.547239625,0.056103692,0.162709713,SrpRbeta,FBgn0011509
TfIIB,0.329634686,5.375118286,0.056227613,0.162998582,TfIIB,FBgn0004915
CG6836,0.29943338,8.313251554,0.056239382,0.162998582,CG6836,FBgn0036834
Snx6,0.287156095,7.317501406,0.05628834,0.163088155,Snx6,FBgn0032005
Vang,-0.430544528,4.781166594,0.056331781,0.163161689,Vang,FBgn0015838
CG4884,-0.614860207,3.092291903,0.056494915,0.16358175,CG4884,FBgn0039565
Rab-RP4,0.300261789,5.772283788,0.056533084,0.163620879,Rab18,FBgn0015794
exd,-0.302981249,7.480582998,0.056544652,0.163620879,exd,FBgn0000611
CG1193,-0.515924968,3.883186041,0.05678944,0.164276594,kat-60L1,FBgn0037375
GNBP1,0.367421419,5.1461599,0.056955835,0.164679859,GNBP1,FBgn0040323
tau,0.27574531,6.834209343,0.056965304,0.164679859,tau,FBgn0266579
CG17490,-0.471733331,4.605081141,0.056988741,0.164694909,CG17490,FBgn0040009
CG32937,-0.946982615,2.127415674,0.057089012,0.164872809,FoxP,FBgn0262477
Ice,0.37112396,4.959190801,0.057092684,0.164872809,Ice,FBgn0019972
CG14145,0.56126051,3.51785314,0.05710505,0.164872809,Blos2,FBgn0036118
CG15643,-0.522265334,3.822917366,0.057321193,0.165443981,CG15643,FBgn0030654
CG31548,0.409966924,5.013976902,0.057398135,0.165613144,CG31548,FBgn0051548
Atg9,0.323027562,5.507836644,0.057502959,0.165803632,Atg9,FBgn0034110
capu,-0.318007139,5.945766286,0.057506606,0.165803632,capu,FBgn0000256
CG5235,-0.981120403,1.863006543,0.057519214,0.165803632,CG5235,FBgn0036565
Msr-110,0.307389067,13.49634967,0.057542655,0.165818292,Msr-110,FBgn0015766
CG31643,0.480141679,4.154722987,0.057561661,0.165820168,CG31643,FBgn0051643
CG13937,0.311772295,7.266445923,0.057602172,0.165866364,CG13937,FBgn0035287
Spindly,-0.835161664,2.370097942,0.05762583,0.165866364,Spindly,FBgn0031549
Alk,0.96397508,2.069828577,0.057632778,0.165866364,Alk,FBgn0040505
HmgZ,0.348429978,7.878765885,0.057797616,0.16628779,HmgZ,FBgn0010228
CG2100,0.488464766,3.938936737,0.05790195,0.166534932,CG2100,FBgn0037369
Ssdp,-0.291363538,6.544554042,0.057971153,0.166673844,Ssdp,FBgn0011481
CG4598,0.381775371,5.050181583,0.057987148,0.166673844,CG4598,FBgn0032160
RluA-2,-0.563863117,3.321094196,0.058174198,0.167158303,RluA-2,FBgn0032256
slo,-0.388630516,7.503561675,0.058269754,0.167379636,slo,FBgn0003429
CG42360,-0.619675532,3.590583131,0.05838509,0.16765763,CG42360,FBgn0259742
Shawn,-0.983604789,1.445695776,0.058496192,0.167923293,Shawn,FBgn0031039
mei-W68,-1.045193727,1.15236599,0.058590008,0.168139178,mei-W68,FBgn0002716
pbl,-0.602969063,3.121059894,0.058702705,0.168395653,pbl,FBgn0003041
CG17360,-0.288764052,6.374637056,0.05871666,0.168395653,CG17360,FBgn0037949
sug,1.42129333,0.871531125,0.058889053,0.168836466,sug,FBgn0033782
CG3887,0.284354615,6.756732974,0.058912087,0.168848918,CG3887,FBgn0031670
Gip,0.395035894,4.759267611,0.058985742,0.169006403,Gip,FBgn0011770
ref-2-P,0.33527401,9.115208951,0.059029317,0.169077631,ref(2)P,FBgn0003231
CG13035,-0.523807646,4.542267307,0.059364988,0.1699852,CG44836,FBgn0266099
CG14430,0.312235926,5.720337487,0.059435287,0.170132566,bou,FBgn0261284
Sucb,0.298335791,5.822103351,0.059475942,0.170195013,Sucb,FBgn0029118
CG6023,-0.543328475,3.908365457,0.059506488,0.170203934,CG6023,FBgn0030912
maf-S,0.299657911,6.100849851,0.05951674,0.170203934,maf-S,FBgn0034534
Su-z-2,-0.304017983,6.122138251,0.059583632,0.170341306,Su(z)2,FBgn0265623
Slip1,-0.303705918,6.128080494,0.059651608,0.170481691,Slip1,FBgn0024728
Crk,-0.293094154,5.83992874,0.059726378,0.170627516,Crk,FBgn0024811
CycB,-1.99989359,1.671233475,0.059740407,0.170627516,CycB,FBgn0000405
cni,0.324317356,5.646321828,0.059782048,0.170692485,cni,FBgn0000339
gft,-0.288314157,6.644589137,0.059824784,0.170760536,Cul3,FBgn0261268
CG9232,0.473024791,4.607728463,0.060011466,0.171220066,Galt,FBgn0263200
mira,-1.567883116,1.672493151,0.060023682,0.171220066,mira,FBgn0021776
pie,1.015751736,1.612740096,0.060115624,0.171409636,pie,FBgn0005683
CG31900,0.571790551,3.408541404,0.060128087,0.171409636,CG43394,FBgn0263256
ras,0.314233939,5.806362157,0.060230022,0.171646061,ras,FBgn0003204
CG11321,0.820877991,4.014904611,0.060250044,0.171648973,CG11321,FBgn0031857
PPP4R2r,-0.31605174,5.968869986,0.060408552,0.172046298,PPP4R2r,FBgn0030208
Spat,1.765915923,1.606417715,0.060592752,0.172516522,Spat,FBgn0014031
CG32789,-0.98321611,2.369829371,0.060652762,0.172583455,HIP,FBgn0260484
Dpit47,0.375849431,4.796748882,0.060654469,0.172583455,Dpit47,FBgn0266518
CG6749,0.869149351,2.089417428,0.060756882,0.172820425,CG6749,FBgn0036040
Syx5,0.267643609,6.849764061,0.060798373,0.172837841,Syx5,FBgn0011708
l-1-G0320,0.336473176,6.664307434,0.060801268,0.172837841,l(1)G0320,FBgn0028327
MED18,0.455978826,4.22014884,0.061046252,0.173468569,MED18,FBgn0026873
CG3309,0.540082556,3.627894616,0.061061551,0.173468569,CG3309,FBgn0029756
CG1246,1.064986356,0.997888601,0.06117524,0.173736912,CG1246,FBgn0035360
Mkp3,-0.362264357,5.293991933,0.061295425,0.17402353,Mkp3,FBgn0036844
CG34104,-0.425653179,4.373860087,0.061433797,0.174361584,RhoU,FBgn0083940
CG13893,0.297963074,7.393858662,0.061569556,0.174670211,CG13893,FBgn0035146
otk,-1.249873101,0.663948749,0.061581207,0.174670211,otk,FBgn0004839
ko,0.338326044,6.116724861,0.061656604,0.174829179,ko,FBgn0020294
tud,0.308633734,9.22770051,0.061757489,0.175060293,tud,FBgn0003891
CG17163,-0.510306034,3.723653813,0.061824811,0.175196155,CG17163,FBgn0039942
CG42259,0.634919571,2.880113425,0.062102871,0.175928924,CG42259,FBgn0266569
su-f-,0.336463508,5.477070678,0.062378816,0.176655244,su(f),FBgn0003559
CG2694,-0.589324641,3.282373706,0.062449485,0.176799954,CG2694,FBgn0024991
Syx7,0.269097086,6.808284253,0.062489846,0.176858794,Syx7,FBgn0086377
CG2543,0.73244354,2.864750972,0.062659825,0.177265521,CG2543,FBgn0030407
Lmpt,0.296123441,7.036798368,0.062681545,0.177265521,Lmpt,FBgn0261565
fred,-0.720763191,2.825716524,0.062708679,0.177265521,fred,FBgn0051774
Sply,0.288578155,6.227611902,0.062712155,0.177265521,Sply,FBgn0010591
CG9063,0.279160741,6.731904576,0.062743311,0.177265521,Rich,FBgn0028500
CG31103,0.350750301,5.679965764,0.062751288,0.177265521,CG31103,FBgn0051103
Flo,0.303413026,6.434939642,0.062787023,0.177311023,Flo1,FBgn0024754
Cam,-0.29514976,9.24942812,0.062876238,0.177507478,Cam,FBgn0000253
CG1116,0.324143459,5.465570455,0.062902084,0.177524968,CG1116,FBgn0037297
cul-2,-0.296255495,6.429490628,0.062951329,0.177608465,Cul2,FBgn0032956
klu,0.76562887,3.34396656,0.063373032,0.178742419,klu,FBgn0013469
okr,-0.649638787,3.149869446,0.063436441,0.178865422,okr,FBgn0002989
qtc,-0.289592813,7.689646461,0.063462573,0.178883271,qtc,FBgn0028572
CG6435,0.689568035,5.240623758,0.06349827,0.178928064,CG6435,FBgn0034165
CG9205,0.344304063,5.632954489,0.063638739,0.179267966,CG9205,FBgn0035181
CG8920,-0.305010226,7.473720084,0.063785456,0.179625251,CG8920,FBgn0027529
Eaat1,0.455257111,5.361555367,0.063849099,0.179748444,Eaat1,FBgn0026439
CG3223,0.414016495,4.543606293,0.063871118,0.179754418,CG3223,FBgn0037538
CG3394,0.345962038,5.11430189,0.063910159,0.179808278,CG3394,FBgn0034999
CG33967,-0.363897183,5.170412848,0.063970621,0.17992235,kibra,FBgn0262127
Nedd4,0.31890097,7.905428047,0.063999365,0.179947172,Nedd4,FBgn0259174
Ank,-0.292368123,8.683912116,0.064031339,0.179950782,Ank,FBgn0011747
CG1129,0.342219924,5.335330886,0.064040488,0.179950782,CG1129,FBgn0037279
CG12877,0.399567582,4.76880649,0.064068006,0.17997213,CG12877,FBgn0039544
CG6439,-0.290107497,7.630766336,0.064103775,0.18001663,CG6439,FBgn0038922
Snr1,0.355891867,5.027703519,0.064203591,0.180240908,Snr1,FBgn0011715
CG4996,-0.318889627,5.653686612,0.064281068,0.180402351,CG4996,FBgn0034271
Khc-73,-0.298442676,8.052559636,0.06439407,0.180663363,Khc-73,FBgn0019968
CG14899,0.292907178,5.903697751,0.064424044,0.180691343,Der-2,FBgn0038438
NPC1,-0.30299163,8.183863972,0.064541491,0.180964565,Npc1a,FBgn0024320
CG31120,0.357780733,5.153987907,0.0645855,0.181006451,"CG44254 , PIG-S","FBgn0265189 , FBgn0265190"
CG6796,-0.611691726,2.973118145,0.064596502,0.181006451,CG6796,FBgn0034177
CG31686,1.213011009,0.800179259,0.064852774,0.181668204,CG4267,FBgn0264979
CG14869,-0.716427119,3.913615009,0.064895243,0.181730819,AdamTS-A,FBgn0038341
Adk1,0.291116974,9.353598536,0.065096331,0.182237452,Adk1,FBgn0022709
CG12006,-0.299178722,5.787371546,0.065158515,0.182355025,CG12006,FBgn0035464
CG18812,-0.29655011,8.801224421,0.065209466,0.1824411,CG18812,FBgn0042135
CG4293,0.349027535,5.169850401,0.065250807,0.182500245,CG4293,FBgn0024983
Vps28,0.285810443,6.088453702,0.065287136,0.182545339,Vps28,FBgn0021814
d,0.560331705,3.485890658,0.065315904,0.182569268,d,FBgn0262029
GluRIIE,-0.84235518,2.154448189,0.065397538,0.182740908,GluRIIE,FBgn0051201
tai,0.277100055,7.116563937,0.065441654,0.182758915,tai,FBgn0041092
CG6197,0.332010745,5.330372004,0.065446665,0.182758915,fand,FBgn0033859
eco,0.392657171,4.89078874,0.065464672,0.182758915,eco,FBgn0035766
Nup44A,-0.388512999,4.964773964,0.065493584,0.182783143,Nup44A,FBgn0033247
Pfk,0.285817885,8.197856429,0.065655595,0.183178705,Pfk,FBgn0003071
Ef2b,0.283901238,11.48030449,0.065710941,0.183224239,EF2,FBgn0000559
CG32016,-0.285944836,6.297816838,0.065727834,0.183224239,4E-T,FBgn0052016
CG15528,1.061579183,1.25652782,0.065732761,0.183224239,CG15528,FBgn0039742
kel,-0.365993737,4.963974656,0.065836253,0.18345611,kel,FBgn0001301
SF2,-0.35281146,6.626106197,0.065943802,0.183699139,SF2,FBgn0040284
CG6231,0.332885667,6.570057403,0.066106058,0.184017784,CG6231,FBgn0038720
CG6470,-1.119533471,0.854486637,0.06611162,0.184017784,CG6470,FBgn0030933
l-2-efl,1.352499215,2.355647568,0.066145857,0.184017784,l(2)efl,FBgn0011296
CG1703,0.313247366,5.774710296,0.066152741,0.184017784,CG1703,FBgn0030321
CG17337,-0.298919967,5.737996533,0.066160036,0.184017784,CG17337,FBgn0259979
mRpL23,-0.48776864,4.368238319,0.066286209,0.184311977,mRpL23,FBgn0035335
awd,0.293213395,8.458833976,0.06635202,0.1844382,awd,FBgn0000150
l-1-G0334,-0.300185482,8.619476721,0.066408835,0.184539348,l(1)G0334,FBgn0028325
Eip78C,-0.677813037,2.860525811,0.066473467,0.184662148,Eip78C,FBgn0004865
CG11961,0.333710788,5.49752368,0.066592783,0.184936735,CG11961,FBgn0034436
CG18507,0.292030442,7.650212024,0.066672121,0.185100167,CG18507,FBgn0028527
CG2991,0.298695941,7.600219247,0.066718593,0.185172278,CG2991,FBgn0031474
CG4279,0.552695935,3.652342422,0.066761246,0.185226104,LSm1,FBgn0261067
CG42400,-0.884083161,1.989330482,0.066795422,0.185226104,CG42750,FBgn0261804
CG4573,0.709591454,2.747055785,0.066799496,0.185226104,CG4573,FBgn0036629
Ald,0.285447802,10.27835734,0.067170806,0.186198547,Ald,FBgn0000064
CG12769,-0.467717625,4.055881675,0.067292358,0.186478271,CG12769,FBgn0033252
Nckx30C,-0.363374336,6.249007634,0.067333197,0.186534224,Nckx30C,FBgn0028704
CG6490,-0.438278997,4.351188251,0.067415192,0.186704123,plum,FBgn0039431
CG9986,0.54456147,3.659460461,0.067459159,0.18676863,CG9986,FBgn0039589
GstD7,1.103229693,1.262764078,0.067548259,0.186898628,GstD7,FBgn0010043
RhoGAP5A,0.461450785,4.086779237,0.067554495,0.186898628,RhoGAP5A,FBgn0029778
Nrt,-0.334219874,6.058495021,0.067568178,0.186898628,Nrt,FBgn0004108
CalpA,-0.327824984,7.159316927,0.067602787,0.186937123,CalpA,FBgn0012051
CG31897,-1.196444591,0.674446344,0.067651987,0.186966164,CG31897,FBgn0051897
CG5412,0.540052591,4.085275988,0.067654681,0.186966164,CG5412,FBgn0038806
Rab23,-0.517912048,3.502780039,0.067698476,0.187029979,Rab23,FBgn0037364
eas,0.27976895,8.357878627,0.067806804,0.187271986,eas,FBgn0000536
CG10672,0.279105521,6.726282427,0.067871717,0.187393978,CG10672,FBgn0035588
dikar,-0.710717904,3.036220808,0.067897863,0.187408889,dikar,FBgn0261934
CG34383,-0.345458555,7.563641846,0.06792651,0.187430695,CG34383,FBgn0085412
CG5188,-0.637075557,2.85599477,0.06798276,0.187498457,CG5188,FBgn0032247
CG7207,-0.270950759,6.44320177,0.067995105,0.187498457,cert,FBgn0027569
CG4313,-0.555223042,4.034214804,0.068030218,0.187498457,CG4313,FBgn0025632
CG8003,0.475378878,4.010267439,0.068034087,0.187498457,CG8003,FBgn0036096
Pvf1,-0.311956015,5.699409469,0.068109925,0.18761227,Pvf1,FBgn0030964
CG10512,0.324750089,5.868949798,0.068116919,0.18761227,CG10512,FBgn0037057
eys,-0.334546186,6.511435298,0.068179152,0.187726444,eys,FBgn0031414
CG3277,0.675126745,2.621206726,0.06844874,0.188374962,CG3277,FBgn0031518
gem,-0.330934998,8.645246594,0.068456387,0.188374962,gem,FBgn0050011
CG7365,0.90098721,2.646098751,0.068712226,0.189021391,CG7365,FBgn0036939
mol,0.626468703,3.570216433,0.068739668,0.189039319,mol,FBgn0086711
hay,0.442292186,4.440161692,0.068818053,0.189197287,hay,FBgn0001179
Hcf,-0.273690299,7.268749034,0.069017697,0.189688432,Hcf,FBgn0039904
CG11739,0.584375698,4.270321756,0.06907667,0.189792772,CG11739,FBgn0037239
CG16787,-0.536410664,3.671568763,0.06924831,0.190206517,CG16787,FBgn0034940
CG17180,0.535820067,3.571578019,0.069585754,0.191075288,CG17180,FBgn0035140
en,-0.429117503,4.609352813,0.069656706,0.191211996,en,FBgn0000577
CG11776,-0.312041293,5.827430173,0.06976905,0.191462211,Pif1A,FBgn0261015
CG12075,-0.291895502,6.889128304,0.069797566,0.1914823,CG12075,FBgn0030065
CG12795,0.473270511,4.211036326,0.069982636,0.191931734,CG12795,FBgn0031535
Oat,1.125540435,2.443174152,0.070028297,0.191976503,Oat,FBgn0022774
Acox57D-p,0.328688277,6.341338142,0.07004146,0.191976503,Acox57D-p,FBgn0034628
daw,0.332555137,6.763643954,0.070115951,0.192122386,daw,FBgn0031461
