batch	genotype	stage	n_counts	n_genes	PN_type	MARS	HDBSCAN	MARS_2way_matched	MARS_2way_matched_PN_type	lineage	X24h_HDBSCAN	matched_type_with_stage	mannually_matched	cell
0	VT033006-GFP	0h	1098054	2721	DA1_fru-	13	15	23	DA1_fru-	lPN	na	DA1_fru-: 0h	nan	PN_0h_VTGAL4_P5_F4
0	VT033006-GFP	0h	1500065	3476	MARS_9	11	-1	9	MARS_9	lPN	na	MARS_9: 0h	MARS_9	PN_0h_VTGAL4_P5_F5
0	VT033006-GFP	0h	1447425	1322	nan	23	24	nan	nan	adPN	na	nan: 0h	nan	PN_0h_VTGAL4_P5_F6
0	VT033006-GFP	0h	926260	3557	MARS_5	16	20	nan	nan	adPN	na	MARS_5: 0h	MARS_5	PN_0h_VTGAL4_P5_F7
0	VT033006-GFP	0h	1136442	4143	DL1	17	20	8	DL1	adPN	na	DL1: 0h	DL1	PN_0h_VTGAL4_P5_F8
0	VT033006-GFP	0h	854771	3538	D	5	33	12	D	adPN	na	D: 0h	D	PN_0h_VTGAL4_P5_F9
0	VT033006-GFP	0h	725905	908	nan	18	18	nan	nan	adPN	na	nan: 0h	nan	PN_0h_VTGAL4_P5_G10
0	VT033006-GFP	0h	882419	1825	nan	NaN	15	nan	nan	lPN	na	nan: 0h	nan	PN_0h_VTGAL4_P5_G13
0	VT033006-GFP	0h	722138	3279	nan	21	-1	nan	nan	lPN	na	nan: 0h	nan	PN_0h_VTGAL4_P5_G14
0	VT033006-GFP	0h	1096570	1771	nan	12	15	nan	nan	lPN	na	nan: 0h	nan	PN_0h_VTGAL4_P5_G15
0	VT033006-GFP	0h	694518	2824	MARS_7	4	32	7	MARS_7	adPN	na	MARS_7: 0h	MARS_7	PN_0h_VTGAL4_P5_G16
0	VT033006-GFP	0h	689723	1838	DA1_fru+	26	22	15	DA1_fru+	lPN	na	DA1_fru+: 0h	nan	PN_0h_VTGAL4_P5_G17
0	VT033006-GFP	0h	671158	3183	DC2	6	33	18	DC2	adPN	na	DC2: 0h	nan	PN_0h_VTGAL4_P5_G20
0	VT033006-GFP	0h	113922	885	DL3	15	15	24	DL3	lPN	na	DL3: 0h	nan	PN_0h_VTGAL4_P5_G24
0	VT033006-GFP	0h	1295318	3272	VM7 or VM5v #2	3	0	28	VM7 or VM5v #2	adPN	na	VM7 or VM5v #2: 0h	VM7 or VM5v #2	PN_0h_VTGAL4_P5_G2
0	VT033006-GFP	0h	373130	755	nan	18	18	nan	nan	adPN	na	nan: 0h	nan	PN_0h_VTGAL4_P5_G3
0	VT033006-GFP	0h	1579401	3601	D	5	33	12	D	adPN	na	D: 0h	D	PN_0h_VTGAL4_P5_G4
0	VT033006-GFP	0h	1357636	2595	MARS_7	4	-1	7	MARS_7		na	MARS_7: 0h	MARS_7	PN_0h_VTGAL4_P5_G5
0	VT033006-GFP	0h	1186485	1722	VA1d	22	24	10	VA1d		na	VA1d: 0h	nan	PN_0h_VTGAL4_P5_G8
0	VT033006-GFP	0h	1286170	2707	VM7 or VM5v #2	3	0	28	VM7 or VM5v #2	adPN	na	VM7 or VM5v #2: 0h	VM7 or VM5v #2	PN_0h_VTGAL4_P5_G9
0	VT033006-GFP	0h	1137245	4916	VA6	8	18	0	VA6	adPN	na	VA6: 0h	VA6	PN_0h_VTGAL4_P5_H10
0	VT033006-GFP	0h	1123712	3642	VC2	27	22	16	VC2	lPN	na	VC2: 0h	VC2	PN_0h_VTGAL4_P5_H11
0	VT033006-GFP	0h	887925	4134	nan	21	25	nan	nan	lPN	na	nan: 0h	nan	PN_0h_VTGAL4_P5_H14
0	VT033006-GFP	0h	550815	527	nan	18	1	nan	nan	APL	na	nan: 0h	nan	PN_0h_VTGAL4_P5_H16
0	VT033006-GFP	0h	1368610	2853	DA1_fru-	13	15	23	DA1_fru-	lPN	na	DA1_fru-: 0h	nan	PN_0h_VTGAL4_P5_H19
0	VT033006-GFP	0h	1245653	1827	DC3	25	24	20	DC3	adPN	na	DC3: 0h	nan	PN_0h_VTGAL4_P5_H20
0	VT033006-GFP	0h	251190	1685	nan	NaN	18	nan	nan	adPN	na	nan: 0h	nan	PN_0h_VTGAL4_P5_H21
0	VT033006-GFP	0h	1705574	2612	VA1v	0	0	6	VA1v	adPN	na	VA1v: 0h	VA1v	PN_0h_VTGAL4_P5_H24
0	VT033006-GFP	0h	321075	1893	VM7 or VM5v #2	3	0	28	VM7 or VM5v #2	adPN	na	VM7 or VM5v #2: 0h	VM7 or VM5v #2	PN_0h_VTGAL4_P5_H2
0	VT033006-GFP	0h	772963	2784	nan	14	15	nan	nan	lPN	na	nan: 0h	nan	PN_0h_VTGAL4_P5_H3
0	VT033006-GFP	0h	1719601	3314	nan	12	15	nan	nan	lPN	na	nan: 0h	nan	PN_0h_VTGAL4_P5_H4
0	VT033006-GFP	0h	600576	2413	DA1_fru+	26	15	15	DA1_fru+	lPN	na	DA1_fru+: 0h	nan	PN_0h_VTGAL4_P5_H5
0	VT033006-GFP	0h	653527	3135	DA1_fru+	26	15	15	DA1_fru+	lPN	na	DA1_fru+: 0h	nan	PN_0h_VTGAL4_P5_H6
0	VT033006-GFP	0h	1815960	4890	VA6	8	18	0	VA6	adPN	na	VA6: 0h	VA6	PN_0h_VTGAL4_P5_H7
0	VT033006-GFP	0h	1551023	2860	DL3	15	15	24	DL3	lPN	na	DL3: 0h	nan	PN_0h_VTGAL4_P5_H8
0	VT033006-GFP	0h	1075762	3181	nan	14	15	nan	nan	lPN	na	nan: 0h	nan	PN_0h_VTGAL4_P5_H9
0	VT033006-GFP	0h	1040283	3678	MARS_9	11	37	9	MARS_9	lPN	na	MARS_9: 0h	MARS_9	PN_0h_VTGAL4_P5_I10
0	VT033006-GFP	0h	451193	3320	MARS_9	11	37	9	MARS_9	lPN	na	MARS_9: 0h	MARS_9	PN_0h_VTGAL4_P5_I11
0	VT033006-GFP	0h	1372527	3316	VM7 or VM5v #2	3	0	28	VM7 or VM5v #2	adPN	na	VM7 or VM5v #2: 0h	VM7 or VM5v #2	PN_0h_VTGAL4_P5_I12
0	VT033006-GFP	0h	1220255	3256	nan	14	15	nan	nan	lPN	na	nan: 0h	nan	PN_0h_VTGAL4_P5_I13
0	VT033006-GFP	0h	974931	2017	VM7 or VM5v #2	3	0	28	VM7 or VM5v #2	adPN	na	VM7 or VM5v #2: 0h	VM7 or VM5v #2	PN_0h_VTGAL4_P5_I14
0	VT033006-GFP	0h	980310	2264	nan	18	20	nan	nan	adPN	na	nan: 0h	nan	PN_0h_VTGAL4_P5_I16
0	VT033006-GFP	0h	233852	1370	nan	18	24	nan	nan	adPN	na	nan: 0h	nan	PN_0h_VTGAL4_P5_I20
0	VT033006-GFP	0h	1064079	1636	nan	12	15	nan	nan	lPN	na	nan: 0h	nan	PN_0h_VTGAL4_P5_I22
0	VT033006-GFP	0h	1255363	2371	DL3	15	15	24	DL3	lPN	na	DL3: 0h	nan	PN_0h_VTGAL4_P5_I23
0	VT033006-GFP	0h	942680	2317	nan	18	-1	nan	nan	APL	na	nan: 0h	nan	PN_0h_VTGAL4_P5_I2
0	VT033006-GFP	0h	1200908	2581	DL3	15	15	24	DL3	lPN	na	DL3: 0h	nan	PN_0h_VTGAL4_P5_I3
0	VT033006-GFP	0h	1306573	3776	MARS_9	11	37	9	MARS_9	lPN	na	MARS_9: 0h	MARS_9	PN_0h_VTGAL4_P5_I4
0	VT033006-GFP	0h	1634980	3156	DA1_fru-	13	15	23	DA1_fru-	lPN	na	DA1_fru-: 0h	nan	PN_0h_VTGAL4_P5_I5
0	VT033006-GFP	0h	1839326	4150	VC2	27	22	16	VC2	lPN	na	VC2: 0h	VC2	PN_0h_VTGAL4_P5_I6
0	VT033006-GFP	0h	829803	3368	D	5	33	12	D	adPN	na	D: 0h	D	PN_0h_VTGAL4_P5_I7
0	VT033006-GFP	0h	1738287	3558	MARS_9	11	37	9	MARS_9	lPN	na	MARS_9: 0h	MARS_9	PN_0h_VTGAL4_P5_I8
0	VT033006-GFP	0h	1354671	3203	nan	12	15	nan	nan	lPN	na	nan: 0h	nan	PN_0h_VTGAL4_P5_I9
0	VT033006-GFP	0h	1967317	3990	DM2	20	25	11	DM2	lPN	na	DM2: 0h	nan	PN_0h_VTGAL4_P5_J10
0	VT033006-GFP	0h	622734	3405	D	5	33	12	D	adPN	na	D: 0h	D	PN_0h_VTGAL4_P5_J11
0	VT033006-GFP	0h	1083686	3124	DA1_fru-	13	15	23	DA1_fru-	lPN	na	DA1_fru-: 0h	nan	PN_0h_VTGAL4_P5_J14
0	VT033006-GFP	0h	797779	3978	DM2	20	25	11	DM2	lPN	na	DM2: 0h	nan	PN_0h_VTGAL4_P5_J15
0	VT033006-GFP	0h	1802286	1982	nan	NaN	24	nan	nan	adPN	na	nan: 0h	nan	PN_0h_VTGAL4_P5_J16
0	VT033006-GFP	0h	887207	2827	DL3	15	15	24	DL3	lPN	na	DL3: 0h	nan	PN_0h_VTGAL4_P5_J1
0	VT033006-GFP	0h	1252704	1599	DL3	15	15	24	DL3	lPN	na	DL3: 0h	nan	PN_0h_VTGAL4_P5_J22
0	VT033006-GFP	0h	334652	1423	nan	12	15	nan	nan	lPN	na	nan: 0h	nan	PN_0h_VTGAL4_P5_J23
0	VT033006-GFP	0h	1719784	3470	MARS_9	11	37	9	MARS_9	lPN	na	MARS_9: 0h	MARS_9	PN_0h_VTGAL4_P5_J4
0	VT033006-GFP	0h	1088529	2980	VM7 or VM5v #1	2	0	nan	nan	adPN	na	VM7 or VM5v #1: 0h	VM7 or VM5v #1	PN_0h_VTGAL4_P5_J5
0	VT033006-GFP	0h	1289603	2900	VM7 or VM5v #2	3	0	28	VM7 or VM5v #2	adPN	na	VM7 or VM5v #2: 0h	VM7 or VM5v #2	PN_0h_VTGAL4_P5_J6
0	VT033006-GFP	0h	1467805	4952	VA6	8	18	0	VA6	adPN	na	VA6: 0h	VA6	PN_0h_VTGAL4_P5_J8
0	VT033006-GFP	0h	893401	3183	VA1v	0	0	6	VA1v	adPN	na	VA1v: 0h	VA1v	PN_0h_VTGAL4_P5_J9
0	VT033006-GFP	0h	1300801	2948	VA5	10	38	26	VA5	lPN	na	VA5: 0h	VA5	PN_0h_VTGAL4_P5_K12
0	VT033006-GFP	0h	1936543	2349	DL3	15	15	24	DL3	lPN	na	DL3: 0h	nan	PN_0h_VTGAL4_P5_K15
0	VT033006-GFP	0h	114527	932	D	5	33	12	D	adPN	na	D: 0h	D	PN_0h_VTGAL4_P5_K18
0	VT033006-GFP	0h	742937	1775	nan	12	15	nan	nan	lPN	na	nan: 0h	nan	PN_0h_VTGAL4_P5_K19
0	VT033006-GFP	0h	387202	3138	DA1_fru+	26	15	15	DA1_fru+	lPN	na	DA1_fru+: 0h	nan	PN_0h_VTGAL4_P5_K1
0	VT033006-GFP	0h	398060	1501	DL3	15	15	24	DL3	lPN	na	DL3: 0h	nan	PN_0h_VTGAL4_P5_K21
0	VT033006-GFP	0h	1258431	2003	nan	NaN	24	nan	nan	adPN	na	nan: 0h	nan	PN_0h_VTGAL4_P5_K22
0	VT033006-GFP	0h	675931	3166	VM7 or VM5v #1	2	0	nan	nan	adPN	na	VM7 or VM5v #1: 0h	VM7 or VM5v #1	PN_0h_VTGAL4_P5_K2
0	VT033006-GFP	0h	1904003	3494	MARS_9	11	-1	9	MARS_9	lPN	na	MARS_9: 0h	MARS_9	PN_0h_VTGAL4_P5_K3
0	VT033006-GFP	0h	1014001	2720	VA1d	22	24	10	VA1d	adPN	na	VA1d: 0h	nan	PN_0h_VTGAL4_P5_K4
0	VT033006-GFP	0h	1884420	4029	DM2	20	25	11	DM2	lPN	na	DM2: 0h	nan	PN_0h_VTGAL4_P5_K5
0	VT033006-GFP	0h	1838621	3628	DA1_fru+	26	15	15	DA1_fru+	lPN	na	DA1_fru+: 0h	nan	PN_0h_VTGAL4_P5_K8
0	VT033006-GFP	0h	1351658	3150	VM7 or VM5v #1	2	0	nan	nan	adPN	na	VM7 or VM5v #1: 0h	VM7 or VM5v #1	PN_0h_VTGAL4_P5_K9
0	VT033006-GFP	0h	2251143	3365	VM7 or VM5v #1	2	0	nan	nan	adPN	na	VM7 or VM5v #1: 0h	VM7 or VM5v #1	PN_0h_VTGAL4_P5_L10
0	VT033006-GFP	0h	376233	2371	DL3	15	15	24	DL3	lPN	na	DL3: 0h	nan	PN_0h_VTGAL4_P5_L11
0	VT033006-GFP	0h	1761819	3135	nan	12	15	nan	nan	lPN	na	nan: 0h	nan	PN_0h_VTGAL4_P5_L12
0	VT033006-GFP	0h	984844	2857	VM7 or VM5v #2	3	0	28	VM7 or VM5v #2	adPN	na	VM7 or VM5v #2: 0h	VM7 or VM5v #2	PN_0h_VTGAL4_P5_L13
0	VT033006-GFP	0h	381762	604	nan	18	-1	nan	nan	APL	na	nan: 0h	nan	PN_0h_VTGAL4_P5_L15
0	VT033006-GFP	0h	1612799	2188	DL3	15	15	24	DL3	lPN	na	DL3: 0h	nan	PN_0h_VTGAL4_P5_L16
0	VT033006-GFP	0h	1666701	2300	DC3	25	24	20	DC3	adPN	na	DC3: 0h	nan	PN_0h_VTGAL4_P5_L20
0	VT033006-GFP	0h	1464438	2352	D	5	33	12	D	adPN	na	D: 0h	D	PN_0h_VTGAL4_P5_L21
0	VT033006-GFP	0h	1087818	3103	VA6	8	18	0	VA6	adPN	na	VA6: 0h	VA6	PN_0h_VTGAL4_P5_L23
0	VT033006-GFP	0h	285035	1290	DL3	15	15	24	DL3	lPN	na	DL3: 0h	nan	PN_0h_VTGAL4_P5_L24
0	VT033006-GFP	0h	2023838	4247	DA4l	9	18	nan	nan	adPN	na	DA4l: 0h	DA4l	PN_0h_VTGAL4_P5_L2
0	VT033006-GFP	0h	967552	1176	nan	18	15	nan	nan	adPN	na	nan: 0h	nan	PN_0h_VTGAL4_P5_L3
0	VT033006-GFP	0h	1458892	3952	DC2	6	33	18	DC2	adPN	na	DC2: 0h	nan	PN_0h_VTGAL4_P5_L5
0	VT033006-GFP	0h	1014828	3623	VM2	1	0	13	VM2	adPN	na	VM2: 0h	VM2	PN_0h_VTGAL4_P5_L6
0	VT033006-GFP	0h	531306	3136	nan	14	15	nan	nan	lPN	na	nan: 0h	nan	PN_0h_VTGAL4_P5_L7
0	VT033006-GFP	0h	1799050	3543	VA1d	22	24	10	VA1d		na	VA1d: 0h	nan	PN_0h_VTGAL4_P5_L8
0	VT033006-GFP	0h	1733710	3616	D	5	33	12	D	adPN	na	D: 0h	D	PN_0h_VTGAL4_P5_L9
0	VT033006-GFP	0h	1508457	4343	DM2	20	25	11	DM2	lPN	na	DM2: 0h	nan	PN_0h_VTGAL4_P5_M12
0	VT033006-GFP	0h	2148650	4428	VC2	27	22	16	VC2	lPN	na	VC2: 0h	VC2	PN_0h_VTGAL4_P5_M14
0	VT033006-GFP	0h	279345	2207	VM7 or VM5v #2	3	0	28	VM7 or VM5v #2	adPN	na	VM7 or VM5v #2: 0h	VM7 or VM5v #2	PN_0h_VTGAL4_P5_M17
0	VT033006-GFP	0h	410644	642	nan	18	-1	nan	nan	APL	na	nan: 0h	nan	PN_0h_VTGAL4_P5_M19
0	VT033006-GFP	0h	1275190	2472	DA1_fru-	13	15	23	DA1_fru-	lPN	na	DA1_fru-: 0h	nan	PN_0h_VTGAL4_P5_M1
0	VT033006-GFP	0h	898796	2317	DM2	20	25	11	DM2	lPN	na	DM2: 0h	nan	PN_0h_VTGAL4_P5_M23
0	VT033006-GFP	0h	1574021	3364	D	5	33	12	D	adPN	na	D: 0h	D	PN_0h_VTGAL4_P5_M3
0	VT033006-GFP	0h	757688	861	nan	18	-1	nan	nan	APL	na	nan: 0h	nan	PN_0h_VTGAL4_P5_M5
0	VT033006-GFP	0h	1284116	3163	VA1v	0	0	6	VA1v	adPN	na	VA1v: 0h	VA1v	PN_0h_VTGAL4_P5_M8
0	VT033006-GFP	0h	855535	967	nan	18	-1	nan	nan	APL	na	nan: 0h	nan	PN_0h_VTGAL4_P5_N10
0	VT033006-GFP	0h	2758251	2766	DL3	15	15	24	DL3	lPN	na	DL3: 0h	nan	PN_0h_VTGAL4_P5_N11
0	VT033006-GFP	0h	1905465	3597	MARS_7	4	32	7	MARS_7	adPN	na	MARS_7: 0h	MARS_7	PN_0h_VTGAL4_P5_N12
0	VT033006-GFP	0h	1674860	3310	VM7 or VM5v #1	2	0	nan	nan	adPN	na	VM7 or VM5v #1: 0h	VM7 or VM5v #1	PN_0h_VTGAL4_P5_N13
0	VT033006-GFP	0h	471938	2637	nan	23	24	nan	nan	adPN	na	nan: 0h	nan	PN_0h_VTGAL4_P5_N15
0	VT033006-GFP	0h	789785	1903	VA5	10	-1	26	VA5	lPN	na	VA5: 0h	VA5	PN_0h_VTGAL4_P5_N21
0	VT033006-GFP	0h	281873	1433	VA5	10	-1	26	VA5	lPN	na	VA5: 0h	VA5	PN_0h_VTGAL4_P5_N23
0	VT033006-GFP	0h	1217197	4681	nan	7	18	nan	nan	adPN	na	nan: 0h	nan	PN_0h_VTGAL4_P5_N3
0	VT033006-GFP	0h	1902581	3108	VM7 or VM5v #2	3	0	28	VM7 or VM5v #2	adPN	na	VM7 or VM5v #2: 0h	VM7 or VM5v #2	PN_0h_VTGAL4_P5_N4
0	VT033006-GFP	0h	264842	2308	VM7 or VM5v #1	2	0	nan	nan	adPN	na	VM7 or VM5v #1: 0h	VM7 or VM5v #1	PN_0h_VTGAL4_P5_N5
0	VT033006-GFP	0h	2287051	3413	nan	14	15	nan	nan	lPN	na	nan: 0h	nan	PN_0h_VTGAL4_P5_N8
0	VT033006-GFP	0h	1494660	5001	nan	NaN	18	nan	nan	adPN	na	nan: 0h	nan	PN_0h_VTGAL4_P5_O11
0	VT033006-GFP	0h	1885473	3352	VA1v	0	0	6	VA1v	adPN	na	VA1v: 0h	VA1v	PN_0h_VTGAL4_P5_O12
0	VT033006-GFP	0h	846649	3134	DA1_fru+	26	15	15	DA1_fru+	lPN	na	DA1_fru+: 0h	nan	PN_0h_VTGAL4_P5_O13
0	VT033006-GFP	0h	775353	2357	D	5	33	12	D	adPN	na	D: 0h	D	PN_0h_VTGAL4_P5_O16
0	VT033006-GFP	0h	1511138	3578	MARS_9	11	37	9	MARS_9	lPN	na	MARS_9: 0h	MARS_9	PN_0h_VTGAL4_P5_O17
0	VT033006-GFP	0h	824587	2023	nan	NaN	24	nan	nan	adPN	na	nan: 0h	nan	PN_0h_VTGAL4_P5_O21
0	VT033006-GFP	0h	644962	1995	VA1v	0	0	6	VA1v	adPN	na	VA1v: 0h	VA1v	PN_0h_VTGAL4_P5_O22
0	VT033006-GFP	0h	1995776	3234	D	5	33	12	D	adPN	na	D: 0h	D	PN_0h_VTGAL4_P5_O2
0	VT033006-GFP	0h	829119	4056	nan	21	25	nan	nan	lPN	na	nan: 0h	nan	PN_0h_VTGAL4_P5_O3
0	VT033006-GFP	0h	2154855	1704	MARS_5	16	20	nan	nan	adPN	na	MARS_5: 0h	MARS_5	PN_0h_VTGAL4_P5_O4
0	VT033006-GFP	0h	1405843	3095	VM7 or VM5v #2	3	0	28	VM7 or VM5v #2	adPN	na	VM7 or VM5v #2: 0h	VM7 or VM5v #2	PN_0h_VTGAL4_P5_O7
0	VT033006-GFP	0h	1415678	4768	VA6	8	18	0	VA6	adPN	na	VA6: 0h	VA6	PN_0h_VTGAL4_P5_O8
0	VT033006-GFP	0h	229080	4570	VA6	8	18	0	VA6	adPN	na	VA6: 0h	VA6	PN_0h_VTGAL4_P5_O9
0	VT033006-GFP	0h	1353018	3341	VM7 or VM5v #1	2	0	nan	nan	adPN	na	VM7 or VM5v #1: 0h	VM7 or VM5v #1	PN_0h_VTGAL4_P5_P10
0	VT033006-GFP	0h	586654	3187	VA1v	0	0	6	VA1v	adPN	na	VA1v: 0h	VA1v	PN_0h_VTGAL4_P5_P11
0	VT033006-GFP	0h	462020	1092	nan	18	18	nan	nan	APL	na	nan: 0h	nan	PN_0h_VTGAL4_P5_P1
0	VT033006-GFP	0h	133147	1268	nan	18	-1	nan	nan	adPN	na	nan: 0h	nan	PN_0h_VTGAL4_P5_P20
0	VT033006-GFP	0h	378411	1190	DL3	15	15	24	DL3	lPN	na	DL3: 0h	nan	PN_0h_VTGAL4_P5_P21
0	VT033006-GFP	0h	1500076	3608	APL	18	34	nan	nan	adPN	na	APL: 0h	APL	PN_0h_VTGAL4_P5_P22
0	VT033006-GFP	0h	510126	2144	DA1_fru-	13	15	23	DA1_fru-	lPN	na	DA1_fru-: 0h	nan	PN_0h_VTGAL4_P5_P24
0	VT033006-GFP	0h	1554909	2368	VA6	8	18	0	VA6	adPN	na	VA6: 0h	VA6	PN_0h_VTGAL4_P5_P2
0	VT033006-GFP	0h	875115	2546	nan	23	24	nan	nan	adPN	na	nan: 0h	nan	PN_0h_VTGAL4_P5_P4
0	VT033006-GFP	0h	1684318	3056	DA1_fru+	26	15	15	DA1_fru+	lPN	na	DA1_fru+: 0h	nan	PN_0h_VTGAL4_P5_P6
0	VT033006-GFP	0h	844747	3554	MARS_5	16	20	nan	nan	adPN	na	MARS_5: 0h	MARS_5	PN_0h_VTGAL4_P5_P7
0	VT033006-GFP	0h	1828433	4210	DA4l	9	18	nan	nan	adPN	na	DA4l: 0h	DA4l	PN_0h_VTGAL4_P5_P8
0	VT033006-GFP	0h	158303	2572	DA4l	9	18	nan	nan	adPN	na	DA4l: 0h	DA4l	PN_0h_VTGAL4_P5_P9
0	VT033006-GFP	0h	610073	4461	DL1	17	20	8	DL1	adPN	na	DL1: 0h	DL1	PN_0h_VT_P8_A101
0	VT033006-GFP	0h	350695	3497	DA1_fru+	26	15	15	DA1_fru+	lPN	na	DA1_fru+: 0h	nan	PN_0h_VT_P8_A103
0	VT033006-GFP	0h	394386	4297	VA5	10	38	26	VA5	lPN	na	VA5: 0h	VA5	PN_0h_VT_P8_A104
0	VT033006-GFP	0h	1679164	4510	VA6	8	18	0	VA6	adPN	na	VA6: 0h	VA6	PN_0h_VT_P8_A106
0	VT033006-GFP	0h	149548	1703	VM7 or VM5v #2	3	0	28	VM7 or VM5v #2	adPN	na	VM7 or VM5v #2: 0h	VM7 or VM5v #2	PN_0h_VT_P8_A107
0	VT033006-GFP	0h	661801	3088	VA1d	22	24	10	VA1d	adPN	na	VA1d: 0h	nan	PN_0h_VT_P8_A109
0	VT033006-GFP	0h	975194	3591	DL1	17	20	8	DL1	adPN	na	DL1: 0h	DL1	PN_0h_VT_P8_A10
0	VT033006-GFP	0h	2410107	2761	DA1_fru-	13	15	23	DA1_fru-	lPN	na	DA1_fru-: 0h	nan	PN_0h_VT_P8_A111
0	VT033006-GFP	0h	365277	3756	D	5	33	12	D	adPN	na	D: 0h	D	PN_0h_VT_P8_A112
0	VT033006-GFP	0h	2034470	4176	VA6	8	18	0	VA6	adPN	na	VA6: 0h	VA6	PN_0h_VT_P8_A115
0	VT033006-GFP	0h	142018	3593	VM2	1	0	13	VM2	adPN	na	VM2: 0h	VM2	PN_0h_VT_P8_A116
0	VT033006-GFP	0h	154550	1210	nan	7	18	nan	nan	adPN	na	nan: 0h	nan	PN_0h_VT_P8_A117
0	VT033006-GFP	0h	261811	4199	MARS_5	16	20	nan	nan	adPN	na	MARS_5: 0h	MARS_5	PN_0h_VT_P8_A118
0	VT033006-GFP	0h	305008	3964	DC2	6	33	18	DC2	adPN	na	DC2: 0h	nan	PN_0h_VT_P8_A119
0	VT033006-GFP	0h	1307587	3587	VA6	8	18	0	VA6	adPN	na	VA6: 0h	VA6	PN_0h_VT_P8_A11
0	VT033006-GFP	0h	281330	2623	VA1d	22	24	10	VA1d		na	VA1d: 0h	nan	PN_0h_VT_P8_A120
0	VT033006-GFP	0h	254394	3709	DA1_fru+	26	15	15	DA1_fru+	lPN	na	DA1_fru+: 0h	nan	PN_0h_VT_P8_A124
0	VT033006-GFP	0h	794495	5033	VA6	8	18	0	VA6	adPN	na	VA6: 0h	VA6	PN_0h_VT_P8_A125
0	VT033006-GFP	0h	628277	3462	nan	14	15	nan	nan	lPN	na	nan: 0h	nan	PN_0h_VT_P8_A126
0	VT033006-GFP	0h	153366	2259	nan	18	15	nan	nan	APL	na	nan: 0h	nan	PN_0h_VT_P8_A127
0	VT033006-GFP	0h	231506	3045	VA6	8	18	0	VA6	adPN	na	VA6: 0h	VA6	PN_0h_VT_P8_A12
0	VT033006-GFP	0h	588643	3831	MARS_9	11	37	9	MARS_9	lPN	na	MARS_9: 0h	MARS_9	PN_0h_VT_P8_A130
0	VT033006-GFP	0h	2053636	2376	DA1_fru-	13	15	23	DA1_fru-	lPN	na	DA1_fru-: 0h	nan	PN_0h_VT_P8_A133
0	VT033006-GFP	0h	291843	3402	MARS_9	11	37	9	MARS_9	lPN	na	MARS_9: 0h	MARS_9	PN_0h_VT_P8_A134
0	VT033006-GFP	0h	520373	2883	nan	23	24	nan	nan	adPN	na	nan: 0h	nan	PN_0h_VT_P8_A135
0	VT033006-GFP	0h	174158	3423	VA1d	22	24	10	VA1d	adPN	na	VA1d: 0h	nan	PN_0h_VT_P8_A136
0	VT033006-GFP	0h	674834	4054	VA1d	22	24	10	VA1d	adPN	na	VA1d: 0h	nan	PN_0h_VT_P8_A140
0	VT033006-GFP	0h	462638	3459	DA1_fru-	13	15	23	DA1_fru-	lPN	na	DA1_fru-: 0h	nan	PN_0h_VT_P8_A141
0	VT033006-GFP	0h	185220	3701	VA1d	22	24	10	VA1d	adPN	na	VA1d: 0h	nan	PN_0h_VT_P8_A143
0	VT033006-GFP	0h	194611	3806	DC3	25	24	20	DC3	adPN	na	DC3: 0h	nan	PN_0h_VT_P8_A145
0	VT033006-GFP	0h	429490	1636	nan	18	18	nan	nan	adPN	na	nan: 0h	nan	PN_0h_VT_P8_A148
0	VT033006-GFP	0h	785975	3373	DA4l	9	18	nan	nan	adPN	na	DA4l: 0h	DA4l	PN_0h_VT_P8_A14
0	VT033006-GFP	0h	124457	669	nan	18	-1	nan	nan	adPN	na	nan: 0h	nan	PN_0h_VT_P8_A150
0	VT033006-GFP	0h	116549	1874	VA6	8	18	0	VA6	adPN	na	VA6: 0h	VA6	PN_0h_VT_P8_A151
0	VT033006-GFP	0h	573398	3881	DA1_fru+	26	15	15	DA1_fru+	lPN	na	DA1_fru+: 0h	nan	PN_0h_VT_P8_A154
0	VT033006-GFP	0h	1105025	2736	DL1	17	-1	8	DL1	lPN	na	DL1: 0h	DL1	PN_0h_VT_P8_A155
0	VT033006-GFP	0h	1665728	2489	DL3	15	15	24	DL3	lPN	na	DL3: 0h	nan	PN_0h_VT_P8_A156
0	VT033006-GFP	0h	932749	2328	DA1_fru-	13	15	23	DA1_fru-	lPN	na	DA1_fru-: 0h	nan	PN_0h_VT_P8_A157
0	VT033006-GFP	0h	564582	2417	DC3	25	24	20	DC3	adPN	na	DC3: 0h	nan	PN_0h_VT_P8_A158
0	VT033006-GFP	0h	913321	2614	VA1d	22	24	10	VA1d	adPN	na	VA1d: 0h	nan	PN_0h_VT_P8_A159
0	VT033006-GFP	0h	103019	2591	VA6	8	18	0	VA6	adPN	na	VA6: 0h	VA6	PN_0h_VT_P8_A160
0	VT033006-GFP	0h	454599	3996	D	5	33	12	D	adPN	na	D: 0h	D	PN_0h_VT_P8_A161
0	VT033006-GFP	0h	574117	4025	DC3	25	24	20	DC3	adPN	na	DC3: 0h	nan	PN_0h_VT_P8_A165
0	VT033006-GFP	0h	255978	4118	VA5	10	38	26	VA5	lPN	na	VA5: 0h	VA5	PN_0h_VT_P8_A166
0	VT033006-GFP	0h	349572	4067	MARS_5	16	20	nan	nan	adPN	na	MARS_5: 0h	MARS_5	PN_0h_VT_P8_A171
