all_types	stage	cell
NaN	adult	ORN_10day_nuclei_P3_J18-1-0
VP1l_VP3	adult	ORNnuclei_adult_nSybUNC84GFP_P3_I11-1-0
DL5	adult	ORNnuclei_adult_nSybUNC84GFP_P10_B15-1-0
DP1m_DC4	adult	ORNnuclei_adult_nSybUNC84GFP_P9_C15-1-0
DC2	adult	ORNnuclei_adult_nSybUNC84GFP_P10_H10-1-0
DM2	adult	ORNnuclei_adult_nSybUNC84GFP_P6_H2-1-0
NaN	adult	ORN_10day_nuclei_P3_G22-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P10_P21-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P6_H4-1-0
VA6_DC3_DM3	adult	ORN_10day_nuclei_P2_O4-1-0
V	adult	ORN_10day_nuclei_P3_B13-1-0
DP1m_DC4	adult	ORNnuclei_adult_nSybUNC84GFP_P2_C2-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P3_C5-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P8_E13-1-0
VA6_DC3_DM3	adult	ORNnuclei_adult_nSybUNC84GFP_P8_C13-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P9_K4-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P5_L21-1-0
VA1v	adult	ORNnuclei_adult_nSybUNC84GFP_P9_A8-1-0
DC2	adult	ORNnuclei_adult_nSybUNC84GFP_P9_D12-1-0
DP1m_DC4	adult	ORNnuclei_adult_nSybUNC84GFP_P1_A10-1-0
DM4	adult	ORNnuclei_adult_nSybUNC84GFP_P1_J18-1-0
VA2	adult	ORNnuclei_adult_nSybUNC84GFP_P6_K23-1-0
DL3	adult	ORN_10day_nuclei_P3_G10-1-0
DA1	adult	ORNnuclei_adult_nSybUNC84GFP_P9_I7-1-0
DM1	adult	ORNnuclei_adult_nSybUNC84GFP_P6_L9-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P7_H22-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P9_D20-1-0
DM1	adult	ORNnuclei_adult_nSybUNC84GFP_P10_M16-1-0
DL2d/v_DP1l_VC3l	adult	ORNnuclei_adult_nSybUNC84GFP_P3_N14-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P3_L15-1-0
DM4	adult	ORNnuclei_adult_nSybUNC84GFP_P8_J24-1-0
VA6_DC3_DM3	adult	ORNnuclei_adult_nSybUNC84GFP_P3_N19-1-0
VA6_DC3_DM3	adult	ORN_10day_nuclei_P3_G16-1-0
DL2d/v_DP1l_VC3l	adult	ORN_10day_nuclei_P2_L3-1-0
DM4	adult	ORNnuclei_adult_nSybUNC84GFP_P7_A17-1-0
DC2	adult	ORNnuclei_adult_nSybUNC84GFP_P8_J13-1-0
DL2d/v_DP1l_VC3l	adult	ORNnuclei_adult_nSybUNC84GFP_P6_C11-1-0
VA1d	adult	ORN_10day_nuclei_P2_G6-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P10_L19-1-0
DP1m_DC4	adult	ORNnuclei_adult_nSybUNC84GFP_P3_P3-1-0
DM1	adult	ORNnuclei_adult_nSybUNC84GFP_P6_O22-1-0
D	adult	ORNnuclei_adult_nSybUNC84GFP_P10_B2-1-0
DA1	adult	ORNnuclei_adult_nSybUNC84GFP_P8_K18-1-0
DM1	adult	ORNnuclei_adult_nSybUNC84GFP_P10_C3-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P8_K23-1-0
DM4	adult	ORNnuclei_adult_nSybUNC84GFP_P9_M6-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P2_A17-1-0
DM4	adult	ORNnuclei_adult_nSybUNC84GFP_P8_L10-1-0
DA1	adult	ORNnuclei_adult_nSybUNC84GFP_P10_M12-1-0
NaN	adult	ORN_10day_nuclei_P3_F11-1-0
NaN	adult	ORN_10day_nuclei_P2_H1-1-0
DM1	adult	ORNnuclei_adult_nSybUNC84GFP_P3_C18-1-0
VA6_DC3_DM3	adult	ORNnuclei_adult_nSybUNC84GFP_P7_P17-1-0
DC1	adult	ORNnuclei_adult_nSybUNC84GFP_P9_E18-1-0
DM1	adult	ORN_10day_nuclei_P3_I3-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P2_E4-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P6_F17-1-0
DC1	adult	ORNnuclei_adult_nSybUNC84GFP_P9_F19-1-0
DM1	adult	ORNnuclei_adult_nSybUNC84GFP_P3_A17-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P3_H19-1-0
NaN	adult	ORN_10day_nuclei_P2_D14-1-0
DL2d/v_DP1l_VC3l	adult	ORNnuclei_adult_nSybUNC84GFP_P2_F14-1-0
NaN	adult	ORN_10day_nuclei_P3_K12-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P3_B21-1-0
NaN	adult	ORN_10day_nuclei_P2_O16-1-0
DL2d/v_DP1l_VC3l	adult	ORNnuclei_adult_nSybUNC84GFP_P3_O5-1-0
DL2d/v_DP1l_VC3l	adult	ORNnuclei_adult_nSybUNC84GFP_P6_F18-1-0
DP1m_DC4	adult	ORNnuclei_adult_nSybUNC84GFP_P8_I9-1-0
V	adult	ORNnuclei_adult_nSybUNC84GFP_P8_O1-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P9_J4-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P5_N1-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P10_J20-1-0
VA6_DC3_DM3	adult	ORNnuclei_adult_nSybUNC84GFP_P8_B17-1-0
DM1	adult	ORNnuclei_adult_nSybUNC84GFP_P5_J15-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P9_D9-1-0
DL3	adult	ORN_10day_nuclei_P3_O16-1-0
V	adult	ORNnuclei_adult_nSybUNC84GFP_P6_F2-1-0
VP4_VP1d_VP2	adult	ORN_10day_nuclei_P2_L5-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P2_N23-1-0
V	adult	ORNnuclei_adult_nSybUNC84GFP_P7_K17-1-0
DC1	adult	ORNnuclei_adult_nSybUNC84GFP_P2_J1-1-0
DC2	adult	ORNnuclei_adult_nSybUNC84GFP_P3_N10-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P1_J23-1-0
VA2	adult	ORNnuclei_adult_nSybUNC84GFP_P9_D23-1-0
DM4	adult	ORNnuclei_adult_nSybUNC84GFP_P3_H12-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P5_P2-1-0
V	adult	ORNnuclei_adult_nSybUNC84GFP_P2_N13-1-0
DM4	adult	ORNnuclei_adult_nSybUNC84GFP_P10_H22-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P7_G14-1-0
DL2d/v_DP1l_VC3l	adult	ORNnuclei_adult_nSybUNC84GFP_P5_I12-1-0
NaN	adult	ORN_10day_nuclei_P2_E2-1-0
VM3_VA5	adult	ORNnuclei_adult_nSybUNC84GFP_P8_L16-1-0
VA6_DC3_DM3	adult	ORN_10day_nuclei_P2_C18-1-0
VM3_VA5	adult	ORNnuclei_adult_nSybUNC84GFP_P7_I19-1-0
D	adult	ORNnuclei_adult_nSybUNC84GFP_P6_N23-1-0
VP1l_VP3	adult	ORNnuclei_adult_nSybUNC84GFP_P1_H14-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P8_N16-1-0
DM1	adult	ORNnuclei_adult_nSybUNC84GFP_P3_E13-1-0
DM1	adult	ORNnuclei_adult_nSybUNC84GFP_P1_M23-1-0
V	adult	ORNnuclei_adult_nSybUNC84GFP_P8_E10-1-0
DP1m_DC4	adult	ORNnuclei_adult_nSybUNC84GFP_P2_A13-1-0
VA6_DC3_DM3	adult	ORN_10day_nuclei_P3_B16-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P9_E4-1-0
VP1l_VP3	adult	ORNnuclei_adult_nSybUNC84GFP_P7_A2-1-0
DM1	adult	ORNnuclei_adult_nSybUNC84GFP_P1_J1-1-0
DA1	adult	ORNnuclei_adult_nSybUNC84GFP_P5_A2-1-0
DA1	adult	ORNnuclei_adult_nSybUNC84GFP_P9_O4-1-0
DM1	adult	ORNnuclei_adult_nSybUNC84GFP_P6_C22-1-0
VA6_DC3_DM3	adult	ORN_10day_nuclei_P2_D7-1-0
VA1v	adult	ORNnuclei_adult_nSybUNC84GFP_P9_O24-1-0
DL2d/v_DP1l_VC3l	adult	ORNnuclei_adult_nSybUNC84GFP_P10_M13-1-0
VM3_VA5	adult	ORNnuclei_adult_nSybUNC84GFP_P1_I6-1-0
DL2d/v_DP1l_VC3l	adult	ORNnuclei_adult_nSybUNC84GFP_P7_K15-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P10_D19-1-0
VA2	adult	ORNnuclei_adult_nSybUNC84GFP_P3_M4-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P7_N5-1-0
VL1_VM1	adult	ORNnuclei_adult_nSybUNC84GFP_P5_F18-1-0
V	adult	ORNnuclei_adult_nSybUNC84GFP_P3_D12-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P7_M9-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P2_H1-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P5_K22-1-0
VL1_VM1	adult	ORNnuclei_adult_nSybUNC84GFP_P7_E4-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P9_A13-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P5_G24-1-0
DM1	adult	ORNnuclei_adult_nSybUNC84GFP_P7_G9-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P9_L4-1-0
VA1v	adult	ORNnuclei_adult_nSybUNC84GFP_P1_M24-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P8_H4-1-0
DC1	adult	ORNnuclei_adult_nSybUNC84GFP_P9_I5-1-0
DC2	adult	ORNnuclei_adult_nSybUNC84GFP_P10_N12-1-0
DC1	adult	ORNnuclei_adult_nSybUNC84GFP_P9_F18-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P9_E13-1-0
DC2	adult	ORNnuclei_adult_nSybUNC84GFP_P2_L23-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P7_C10-1-0
VM3_VA5	adult	ORNnuclei_adult_nSybUNC84GFP_P8_L18-1-0
VA1v	adult	ORNnuclei_adult_nSybUNC84GFP_P1_I22-1-0
DM1	adult	ORNnuclei_adult_nSybUNC84GFP_P10_I4-1-0
NaN	adult	ORN_10day_nuclei_P2_F13-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P9_M21-1-0
DM1	adult	ORNnuclei_adult_nSybUNC84GFP_P1_C9-1-0
DM1	adult	ORNnuclei_adult_nSybUNC84GFP_P3_L12-1-0
VM3_VA5	adult	ORNnuclei_adult_nSybUNC84GFP_P6_K21-1-0
DC2	adult	ORNnuclei_adult_nSybUNC84GFP_P1_L17-1-0
DL2d/v_DP1l_VC3l	adult	ORNnuclei_adult_nSybUNC84GFP_P7_O4-1-0
V	adult	ORN_10day_nuclei_P3_J17-1-0
DM1	adult	ORNnuclei_adult_nSybUNC84GFP_P1_F20-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P9_D15-1-0
VP4_VP1d_VP2	adult	ORNnuclei_adult_nSybUNC84GFP_P10_H16-1-0
NaN	adult	ORN_10day_nuclei_P2_N21-1-0
VA2	adult	ORNnuclei_adult_nSybUNC84GFP_P10_L17-1-0
DC1	adult	ORN_10day_nuclei_P2_I18-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P10_I8-1-0
DC1	adult	ORN_10day_nuclei_P2_I4-1-0
DC2	adult	ORNnuclei_adult_nSybUNC84GFP_P7_J3-1-0
VL1_VM1	adult	ORNnuclei_adult_nSybUNC84GFP_P9_E14-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P7_O21-1-0
VA6_DC3_DM3	adult	ORNnuclei_adult_nSybUNC84GFP_P3_E18-1-0
V	adult	ORNnuclei_adult_nSybUNC84GFP_P3_O21-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P7_P3-1-0
VL1_VM1	adult	ORN_10day_nuclei_P2_G16-1-0
DL2d/v_DP1l_VC3l	adult	ORNnuclei_adult_nSybUNC84GFP_P10_N10-1-0
VP4_VP1d_VP2	adult	ORN_10day_nuclei_P2_D13-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P6_H15-1-0
VA1d	adult	ORNnuclei_adult_nSybUNC84GFP_P7_D14-1-0
DM2	adult	ORNnuclei_adult_nSybUNC84GFP_P8_J3-1-0
NaN	adult	ORN_10day_nuclei_P3_G17-1-0
V	adult	ORNnuclei_adult_nSybUNC84GFP_P1_C15-1-0
DP1m_DC4	adult	ORN_10day_nuclei_P2_E24-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P9_N15-1-0
DM2	adult	ORNnuclei_adult_nSybUNC84GFP_P10_I2-1-0
DC1	adult	ORNnuclei_adult_nSybUNC84GFP_P2_G3-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P10_F8-1-0
VP4_VP1d_VP2	adult	ORNnuclei_adult_nSybUNC84GFP_P2_G4-1-0
VA2	adult	ORN_10day_nuclei_P2_O23-1-0
DA1	adult	ORNnuclei_adult_nSybUNC84GFP_P5_D24-1-0
VA6_DC3_DM3	adult	ORNnuclei_adult_nSybUNC84GFP_P10_P22-1-0
DM1	adult	ORNnuclei_adult_nSybUNC84GFP_P5_I18-1-0
VA2	adult	ORNnuclei_adult_nSybUNC84GFP_P9_L20-1-0
DC1	adult	ORNnuclei_adult_nSybUNC84GFP_P7_C18-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P9_G2-1-0
NaN	adult	ORN_10day_nuclei_P2_G17-1-0
DC1	adult	ORNnuclei_adult_nSybUNC84GFP_P6_H21-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P5_E11-1-0
DM4	adult	ORNnuclei_adult_nSybUNC84GFP_P8_C6-1-0
DM2	adult	ORNnuclei_adult_nSybUNC84GFP_P1_F24-1-0
VM3_VA5	adult	ORNnuclei_adult_nSybUNC84GFP_P2_K4-1-0
VA6_DC3_DM3	adult	ORN_10day_nuclei_P3_L9-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P9_D11-1-0
VP1l_VP3	adult	ORNnuclei_adult_nSybUNC84GFP_P10_K7-1-0
DM2	adult	ORNnuclei_adult_nSybUNC84GFP_P5_I22-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P7_O2-1-0
DC1	adult	ORNnuclei_adult_nSybUNC84GFP_P5_G12-1-0
DM1	adult	ORNnuclei_adult_nSybUNC84GFP_P9_E19-1-0
DC1	adult	ORNnuclei_adult_nSybUNC84GFP_P9_N13-1-0
VL1_VM1	adult	ORN_10day_nuclei_P2_I13-1-0
DM1	adult	ORNnuclei_adult_nSybUNC84GFP_P7_J13-1-0
DA1	adult	ORNnuclei_adult_nSybUNC84GFP_P6_M12-1-0
VL1_VM1	adult	ORNnuclei_adult_nSybUNC84GFP_P2_G21-1-0
DC2	adult	ORNnuclei_adult_nSybUNC84GFP_P7_N22-1-0
D	adult	ORNnuclei_adult_nSybUNC84GFP_P1_M20-1-0
DL5	adult	ORNnuclei_adult_nSybUNC84GFP_P6_M16-1-0
VL1_VM1	adult	ORN_10day_nuclei_P2_O3-1-0
VP4_VP1d_VP2	adult	ORNnuclei_adult_nSybUNC84GFP_P9_E2-1-0
DC1	adult	ORNnuclei_adult_nSybUNC84GFP_P7_K13-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P1_C14-1-0
DL2d/v_DP1l_VC3l	adult	ORNnuclei_adult_nSybUNC84GFP_P7_F6-1-0
VA1v	adult	ORNnuclei_adult_nSybUNC84GFP_P9_A4-1-0
VA1v	adult	ORNnuclei_adult_nSybUNC84GFP_P2_G12-1-0
DA1	adult	ORNnuclei_adult_nSybUNC84GFP_P9_E22-1-0
VA6_DC3_DM3	adult	ORNnuclei_adult_nSybUNC84GFP_P8_O19-1-0
DC1	adult	ORNnuclei_adult_nSybUNC84GFP_P5_A12-1-0
DM4	adult	ORNnuclei_adult_nSybUNC84GFP_P2_M17-1-0
VM3_VA5	adult	ORNnuclei_adult_nSybUNC84GFP_P1_F11-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P9_B13-1-0
DM1	adult	ORNnuclei_adult_nSybUNC84GFP_P2_M13-1-0
DM4	adult	ORNnuclei_adult_nSybUNC84GFP_P9_J24-1-0
DA1	adult	ORNnuclei_adult_nSybUNC84GFP_P7_L3-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P9_B17-1-0
NaN	adult	ORN_10day_nuclei_P3_M10-1-0
DL5	adult	ORNnuclei_adult_nSybUNC84GFP_P8_B7-1-0
DP1m_DC4	adult	ORNnuclei_adult_nSybUNC84GFP_P8_C21-1-0
DP1m_DC4	adult	ORNnuclei_adult_nSybUNC84GFP_P9_H19-1-0
DP1m_DC4	adult	ORNnuclei_adult_nSybUNC84GFP_P10_E19-1-0
DC1	adult	ORNnuclei_adult_nSybUNC84GFP_P8_G12-1-0
DM1	adult	ORNnuclei_adult_nSybUNC84GFP_P6_I13-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P7_B18-1-0
V	adult	ORNnuclei_adult_nSybUNC84GFP_P6_O19-1-0
D	adult	ORNnuclei_adult_nSybUNC84GFP_P10_M3-1-0
VA2	adult	ORN_10day_nuclei_P3_B14-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P2_B5-1-0
D	adult	ORNnuclei_adult_nSybUNC84GFP_P10_G3-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P6_J19-1-0
DC1	adult	ORNnuclei_adult_nSybUNC84GFP_P8_O16-1-0
DL5	adult	ORNnuclei_adult_nSybUNC84GFP_P3_M15-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P7_K23-1-0
DA1	adult	ORN_10day_nuclei_P2_A18-1-0
VP1l_VP3	adult	ORNnuclei_adult_nSybUNC84GFP_P3_E11-1-0
DA1	adult	ORNnuclei_adult_nSybUNC84GFP_P8_H17-1-0
VM3_VA5	adult	ORNnuclei_adult_nSybUNC84GFP_P8_N20-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P10_L5-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P1_E17-1-0
VM3_VA5	adult	ORNnuclei_adult_nSybUNC84GFP_P1_D11-1-0
DM1	adult	ORNnuclei_adult_nSybUNC84GFP_P10_O21-1-0
DA1	adult	ORNnuclei_adult_nSybUNC84GFP_P10_B11-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P7_E23-1-0
DC1	adult	ORNnuclei_adult_nSybUNC84GFP_P7_N6-1-0
DM2	adult	ORNnuclei_adult_nSybUNC84GFP_P7_C14-1-0
VA1v	adult	ORN_10day_nuclei_P3_D12-1-0
V	adult	ORNnuclei_adult_nSybUNC84GFP_P6_C7-1-0
VA1v	adult	ORNnuclei_adult_nSybUNC84GFP_P6_E3-1-0
VA1v	adult	ORNnuclei_adult_nSybUNC84GFP_P1_E6-1-0
VA6_DC3_DM3	adult	ORNnuclei_adult_nSybUNC84GFP_P5_E4-1-0
DP1m_DC4	adult	ORNnuclei_adult_nSybUNC84GFP_P9_D5-1-0
D	adult	ORNnuclei_adult_nSybUNC84GFP_P2_N21-1-0
VP1l_VP3	adult	ORNnuclei_adult_nSybUNC84GFP_P3_L2-1-0
DL2d/v_DP1l_VC3l	adult	ORNnuclei_adult_nSybUNC84GFP_P5_J20-1-0
DC1	adult	ORNnuclei_adult_nSybUNC84GFP_P5_F14-1-0
V	adult	ORNnuclei_adult_nSybUNC84GFP_P2_F24-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P6_O17-1-0
DM1	adult	ORNnuclei_adult_nSybUNC84GFP_P7_F1-1-0
DM2	adult	ORNnuclei_adult_nSybUNC84GFP_P8_I23-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P6_L11-1-0
DM4	adult	ORNnuclei_adult_nSybUNC84GFP_P8_G9-1-0
DL5	adult	ORNnuclei_adult_nSybUNC84GFP_P6_L24-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P3_K6-1-0
NaN	adult	ORN_10day_nuclei_P3_C15-1-0
DC2	adult	ORNnuclei_adult_nSybUNC84GFP_P9_A18-1-0
DC2	adult	ORNnuclei_adult_nSybUNC84GFP_P8_M2-1-0
DM2	adult	ORNnuclei_adult_nSybUNC84GFP_P2_H2-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P7_B14-1-0
D	adult	ORN_10day_nuclei_P2_P10-1-0
DL5	adult	ORNnuclei_adult_nSybUNC84GFP_P6_F7-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P8_K20-1-0
DM1	adult	ORNnuclei_adult_nSybUNC84GFP_P8_N7-1-0
VM3_VA5	adult	ORNnuclei_adult_nSybUNC84GFP_P7_J14-1-0
VA6_DC3_DM3	adult	ORNnuclei_adult_nSybUNC84GFP_P1_F14-1-0
VA6_DC3_DM3	adult	ORNnuclei_adult_nSybUNC84GFP_P9_E3-1-0
VA1v	adult	ORNnuclei_adult_nSybUNC84GFP_P3_N20-1-0
DC2	adult	ORNnuclei_adult_nSybUNC84GFP_P7_F2-1-0
DM2	adult	ORNnuclei_adult_nSybUNC84GFP_P8_C15-1-0
DM2	adult	ORNnuclei_adult_nSybUNC84GFP_P5_F19-1-0
DM4	adult	ORNnuclei_adult_nSybUNC84GFP_P2_P8-1-0
DA1	adult	ORNnuclei_adult_nSybUNC84GFP_P7_C8-1-0
DM2	adult	ORNnuclei_adult_nSybUNC84GFP_P6_K14-1-0
VA1v	adult	ORNnuclei_adult_nSybUNC84GFP_P9_B10-1-0
NaN	adult	ORN_10day_nuclei_P2_F18-1-0
DP1m_DC4	adult	ORNnuclei_adult_nSybUNC84GFP_P2_J2-1-0
DM4	adult	ORNnuclei_adult_nSybUNC84GFP_P5_O23-1-0
DM1	adult	ORNnuclei_adult_nSybUNC84GFP_P7_L11-1-0
DM4	adult	ORNnuclei_adult_nSybUNC84GFP_P5_L14-1-0
VA6_DC3_DM3	adult	ORNnuclei_adult_nSybUNC84GFP_P1_H9-1-0
DM2	adult	ORNnuclei_adult_nSybUNC84GFP_P2_L16-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P1_E1-1-0
DM2	adult	ORNnuclei_adult_nSybUNC84GFP_P6_A23-1-0
DM1	adult	ORNnuclei_adult_nSybUNC84GFP_P6_O21-1-0
VA6_DC3_DM3	adult	ORNnuclei_adult_nSybUNC84GFP_P6_L2-1-0
DM1	adult	ORNnuclei_adult_nSybUNC84GFP_P5_G23-1-0
VP1l_VP3	adult	ORNnuclei_adult_nSybUNC84GFP_P7_K10-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P2_K18-1-0
NaN	adult	ORN_10day_nuclei_P2_H14-1-0
V	adult	ORNnuclei_adult_nSybUNC84GFP_P7_G11-1-0
DC1	adult	ORNnuclei_adult_nSybUNC84GFP_P1_E4-1-0
DA1	adult	ORN_10day_nuclei_P3_M8-1-0
DM2	adult	ORNnuclei_adult_nSybUNC84GFP_P10_I10-1-0
DL2d/v_DP1l_VC3l	adult	ORNnuclei_adult_nSybUNC84GFP_P8_N24-1-0
DL2d/v_DP1l_VC3l	adult	ORNnuclei_adult_nSybUNC84GFP_P7_F21-1-0
DA1	adult	ORNnuclei_adult_nSybUNC84GFP_P8_N17-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P6_A22-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P9_F3-1-0
VM3_VA5	adult	ORNnuclei_adult_nSybUNC84GFP_P9_B12-1-0
DM4	adult	ORNnuclei_adult_nSybUNC84GFP_P6_A2-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P2_F17-1-0
VA1v	adult	ORNnuclei_adult_nSybUNC84GFP_P10_M23-1-0
VA6_DC3_DM3	adult	ORNnuclei_adult_nSybUNC84GFP_P9_I13-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P10_L20-1-0
DA1	adult	ORNnuclei_adult_nSybUNC84GFP_P2_N12-1-0
VM3_VA5	adult	ORN_10day_nuclei_P2_B19-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P8_O21-1-0
VA6_DC3_DM3	adult	ORNnuclei_adult_nSybUNC84GFP_P5_D19-1-0
DM1	adult	ORNnuclei_adult_nSybUNC84GFP_P1_I2-1-0
V	adult	ORNnuclei_adult_nSybUNC84GFP_P7_G5-1-0
VA6_DC3_DM3	adult	ORN_10day_nuclei_P3_E16-1-0
DM1	adult	ORNnuclei_adult_nSybUNC84GFP_P7_E24-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P9_H15-1-0
DM1	adult	ORNnuclei_adult_nSybUNC84GFP_P9_K21-1-0
DL3	adult	ORN_10day_nuclei_P3_M18-1-0
DM4	adult	ORNnuclei_adult_nSybUNC84GFP_P5_D17-1-0
VA6_DC3_DM3	adult	ORN_10day_nuclei_P2_G21-1-0
DL2d/v_DP1l_VC3l	adult	ORNnuclei_adult_nSybUNC84GFP_P6_C23-1-0
V	adult	ORNnuclei_adult_nSybUNC84GFP_P5_J9-1-0
D	adult	ORNnuclei_adult_nSybUNC84GFP_P7_H9-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P10_O14-1-0
DA1	adult	ORNnuclei_adult_nSybUNC84GFP_P8_B14-1-0
V	adult	ORNnuclei_adult_nSybUNC84GFP_P8_N22-1-0
DA1	adult	ORN_10day_nuclei_P2_N2-1-0
V	adult	ORNnuclei_adult_nSybUNC84GFP_P8_I20-1-0
VA6_DC3_DM3	adult	ORNnuclei_adult_nSybUNC84GFP_P1_J9-1-0
DP1m_DC4	adult	ORNnuclei_adult_nSybUNC84GFP_P1_M4-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P9_L12-1-0
DM1	adult	ORNnuclei_adult_nSybUNC84GFP_P2_F1-1-0
VA2	adult	ORNnuclei_adult_nSybUNC84GFP_P1_G6-1-0
DA1	adult	ORN_10day_nuclei_P2_C1-1-0
DC2	adult	ORNnuclei_adult_nSybUNC84GFP_P1_A17-1-0
VA6_DC3_DM3	adult	ORNnuclei_adult_nSybUNC84GFP_P8_G22-1-0
VL1_VM1	adult	ORNnuclei_adult_nSybUNC84GFP_P2_C16-1-0
V	adult	ORNnuclei_adult_nSybUNC84GFP_P7_N14-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P6_D8-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P5_D4-1-0
DA1	adult	ORNnuclei_adult_nSybUNC84GFP_P7_K8-1-0
V	adult	ORNnuclei_adult_nSybUNC84GFP_P6_E4-1-0
VA2	adult	ORNnuclei_adult_nSybUNC84GFP_P7_J11-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P5_B19-1-0
DL5	adult	ORNnuclei_adult_nSybUNC84GFP_P2_A15-1-0
DL2d/v_DP1l_VC3l	adult	ORNnuclei_adult_nSybUNC84GFP_P7_L13-1-0
DM1	adult	ORNnuclei_adult_nSybUNC84GFP_P1_H2-1-0
DM1	adult	ORNnuclei_adult_nSybUNC84GFP_P6_I3-1-0
